Seed,Match outcome,Winner,Loser,Winner score,Loser score,Game points,Deck closed,Closer,Closure points,CockyBot marriages,CockyBot trump exchanges,CockyBot won after closing,Trumps when closing,Non-trumps when closing,Tricks won after closing,RandBot RNG Seed
198,RandBot beat CockyBot,RandBot,CockyBot,74,39,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20198
199,CockyBot beat RandBot,CockyBot,RandBot,90,34,1,False,None,N/A,1,1,False,N/A,N/A,N/A,20199
200,CockyBot beat RandBot,CockyBot,RandBot,78,0,3,False,None,N/A,1,0,False,N/A,N/A,N/A,20200
201,CockyBot beat RandBot,CockyBot,RandBot,67,20,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20201
202,RandBot beat CockyBot,RandBot,CockyBot,74,33,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20202
203,CockyBot beat RandBot,CockyBot,RandBot,71,47,1,False,None,N/A,1,1,False,N/A,N/A,N/A,20203
204,CockyBot beat RandBot,CockyBot,RandBot,66,18,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20204
205,CockyBot beat RandBot,CockyBot,RandBot,74,0,3,False,None,N/A,2,0,False,N/A,N/A,N/A,20205
206,CockyBot beat RandBot,CockyBot,RandBot,75,28,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20206
207,CockyBot beat RandBot,CockyBot,RandBot,68,6,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20207
208,CockyBot beat RandBot,CockyBot,RandBot,67,12,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20208
209,CockyBot beat RandBot,CockyBot,RandBot,70,18,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20209
210,CockyBot beat RandBot,CockyBot,RandBot,74,21,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20210
211,CockyBot beat RandBot,CockyBot,RandBot,28,48,3,True,RandBot,13,0,0,False,N/A,N/A,N/A,20211
212,CockyBot beat RandBot,CockyBot,RandBot,86,46,1,False,None,N/A,2,0,False,N/A,N/A,N/A,20212
213,CockyBot beat RandBot,CockyBot,RandBot,79,7,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20213
214,CockyBot beat RandBot,CockyBot,RandBot,79,20,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20214
215,CockyBot beat RandBot,CockyBot,RandBot,79,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20215
216,CockyBot beat RandBot,CockyBot,RandBot,71,28,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20216
217,CockyBot beat RandBot,CockyBot,RandBot,82,12,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20217
218,CockyBot beat RandBot,CockyBot,RandBot,72,27,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20218
219,CockyBot beat RandBot,CockyBot,RandBot,73,14,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20219
220,CockyBot beat RandBot,CockyBot,RandBot,51,6,3,True,RandBot,6,0,0,False,N/A,N/A,N/A,20220
221,RandBot beat CockyBot,RandBot,CockyBot,66,53,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20221
222,CockyBot beat RandBot,CockyBot,RandBot,72,26,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20222
223,CockyBot beat RandBot,CockyBot,RandBot,73,26,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20223
224,RandBot beat CockyBot,RandBot,CockyBot,70,50,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20224
225,CockyBot beat RandBot,CockyBot,RandBot,74,13,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20225
226,CockyBot beat RandBot,CockyBot,RandBot,73,7,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20226
227,CockyBot beat RandBot,CockyBot,RandBot,104,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20227
228,RandBot beat CockyBot,RandBot,CockyBot,69,24,2,True,RandBot,6,0,1,False,N/A,N/A,N/A,20228
229,CockyBot beat RandBot,CockyBot,RandBot,80,21,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20229
230,CockyBot beat RandBot,CockyBot,RandBot,73,14,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20230
231,CockyBot beat RandBot,CockyBot,RandBot,78,53,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20231
232,CockyBot beat RandBot,CockyBot,RandBot,74,0,3,False,None,N/A,0,1,False,N/A,N/A,N/A,20232
233,CockyBot beat RandBot,CockyBot,RandBot,74,46,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20233
234,RandBot beat CockyBot,RandBot,CockyBot,68,52,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20234
235,CockyBot beat RandBot,CockyBot,RandBot,40,34,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20235
236,RandBot beat CockyBot,RandBot,CockyBot,53,62,1,True,RandBot,17,0,0,False,N/A,N/A,N/A,20236
237,CockyBot beat RandBot,CockyBot,RandBot,56,33,2,True,RandBot,5,0,0,False,N/A,N/A,N/A,20237
238,CockyBot beat RandBot,CockyBot,RandBot,68,32,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20238
239,CockyBot beat RandBot,CockyBot,RandBot,68,6,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20239
240,CockyBot beat RandBot,CockyBot,RandBot,79,21,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20240
241,RandBot beat CockyBot,RandBot,CockyBot,74,31,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20241
242,CockyBot beat RandBot,CockyBot,RandBot,66,13,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20242
243,RandBot beat CockyBot,RandBot,CockyBot,49,21,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20243
244,RandBot beat CockyBot,RandBot,CockyBot,72,27,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20244
245,RandBot beat CockyBot,RandBot,CockyBot,26,34,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20245
246,CockyBot beat RandBot,CockyBot,RandBot,67,12,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20246
247,CockyBot beat RandBot,CockyBot,RandBot,48,21,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20247
248,RandBot beat CockyBot,RandBot,CockyBot,74,46,1,False,None,N/A,2,0,False,N/A,N/A,N/A,20248
249,RandBot beat CockyBot,RandBot,CockyBot,75,65,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20249
250,CockyBot beat RandBot,CockyBot,RandBot,75,12,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20250
251,CockyBot beat RandBot,CockyBot,RandBot,78,13,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20251
252,CockyBot beat RandBot,CockyBot,RandBot,78,14,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20252
253,CockyBot beat RandBot,CockyBot,RandBot,70,24,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20253
254,CockyBot beat RandBot,CockyBot,RandBot,78,30,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20254
255,CockyBot beat RandBot,CockyBot,RandBot,111,35,1,False,None,N/A,2,0,False,N/A,N/A,N/A,20255
256,CockyBot beat RandBot,CockyBot,RandBot,73,20,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20256
257,CockyBot beat RandBot,CockyBot,RandBot,67,25,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20257
258,CockyBot beat RandBot,CockyBot,RandBot,78,15,2,True,RandBot,15,1,1,False,N/A,N/A,N/A,20258
259,CockyBot beat RandBot,CockyBot,RandBot,68,26,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20259
260,CockyBot beat RandBot,CockyBot,RandBot,67,20,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20260
261,RandBot beat CockyBot,RandBot,CockyBot,25,64,2,True,RandBot,5,0,0,False,N/A,N/A,N/A,20261
262,CockyBot beat RandBot,CockyBot,RandBot,74,12,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20262
263,RandBot beat CockyBot,RandBot,CockyBot,60,5,3,True,RandBot,13,1,0,False,N/A,N/A,N/A,20263
264,CockyBot beat RandBot,CockyBot,RandBot,69,21,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20264
265,CockyBot beat RandBot,CockyBot,RandBot,76,28,2,True,RandBot,13,1,0,False,N/A,N/A,N/A,20265
266,CockyBot beat RandBot,CockyBot,RandBot,82,44,1,False,None,N/A,1,1,False,N/A,N/A,N/A,20266
267,RandBot beat CockyBot,RandBot,CockyBot,20,41,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20267
268,CockyBot beat RandBot,CockyBot,RandBot,83,5,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20268
269,CockyBot beat RandBot,CockyBot,RandBot,72,27,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20269
270,CockyBot beat RandBot,CockyBot,RandBot,74,41,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20270
271,RandBot beat CockyBot,RandBot,CockyBot,36,40,3,True,RandBot,15,0,0,False,N/A,N/A,N/A,20271
272,CockyBot beat RandBot,CockyBot,RandBot,72,13,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20272
273,CockyBot beat RandBot,CockyBot,RandBot,0,0,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20273
274,CockyBot beat RandBot,CockyBot,RandBot,76,44,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20274
275,RandBot beat CockyBot,RandBot,CockyBot,42,13,3,True,RandBot,0,1,0,False,N/A,N/A,N/A,20275
276,CockyBot beat RandBot,CockyBot,RandBot,90,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20276
277,CockyBot beat RandBot,CockyBot,RandBot,102,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20277
278,RandBot beat CockyBot,RandBot,CockyBot,67,52,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20278
279,RandBot beat CockyBot,RandBot,CockyBot,62,58,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20279
280,CockyBot beat RandBot,CockyBot,RandBot,66,12,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20280
281,CockyBot beat RandBot,CockyBot,RandBot,73,15,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20281
282,CockyBot beat RandBot,CockyBot,RandBot,76,5,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20282
283,CockyBot beat RandBot,CockyBot,RandBot,66,14,2,True,RandBot,14,0,0,False,N/A,N/A,N/A,20283
284,RandBot beat CockyBot,RandBot,CockyBot,73,39,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20284
285,CockyBot beat RandBot,CockyBot,RandBot,51,13,3,True,RandBot,13,0,0,False,N/A,N/A,N/A,20285
286,RandBot beat CockyBot,RandBot,CockyBot,53,49,3,True,RandBot,32,0,0,False,N/A,N/A,N/A,20286
287,CockyBot beat RandBot,CockyBot,RandBot,75,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20287
288,RandBot beat CockyBot,RandBot,CockyBot,28,56,3,True,RandBot,21,0,1,False,N/A,N/A,N/A,20288
289,CockyBot beat RandBot,CockyBot,RandBot,67,0,3,False,None,N/A,0,0,False,N/A,N/A,N/A,20289
290,CockyBot beat RandBot,CockyBot,RandBot,66,7,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20290
291,CockyBot beat RandBot,CockyBot,RandBot,74,33,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20291
292,CockyBot beat RandBot,CockyBot,RandBot,70,14,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20292
293,CockyBot beat RandBot,CockyBot,RandBot,75,5,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20293
294,CockyBot beat RandBot,CockyBot,RandBot,75,27,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20294
295,CockyBot beat RandBot,CockyBot,RandBot,67,53,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20295
296,CockyBot beat RandBot,CockyBot,RandBot,68,26,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20296
297,RandBot beat CockyBot,RandBot,CockyBot,68,32,2,True,RandBot,46,0,0,False,N/A,N/A,N/A,20297
298,CockyBot beat RandBot,CockyBot,RandBot,105,0,3,False,None,N/A,2,1,False,N/A,N/A,N/A,20298
299,CockyBot beat RandBot,CockyBot,RandBot,70,43,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20299
300,CockyBot beat RandBot,CockyBot,RandBot,67,18,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20300
301,CockyBot beat RandBot,CockyBot,RandBot,58,0,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20301
302,CockyBot beat RandBot,CockyBot,RandBot,74,20,2,True,RandBot,20,2,0,False,N/A,N/A,N/A,20302
303,RandBot beat CockyBot,RandBot,CockyBot,59,13,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20303
304,CockyBot beat RandBot,CockyBot,RandBot,74,27,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20304
305,CockyBot beat RandBot,CockyBot,RandBot,78,8,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20305
306,CockyBot beat RandBot,CockyBot,RandBot,68,15,2,True,RandBot,15,0,1,False,N/A,N/A,N/A,20306
307,CockyBot beat RandBot,CockyBot,RandBot,73,47,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20307
308,CockyBot beat RandBot,CockyBot,RandBot,72,27,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20308
309,CockyBot beat RandBot,CockyBot,RandBot,78,0,3,False,None,N/A,1,0,False,N/A,N/A,N/A,20309
310,CockyBot beat RandBot,CockyBot,RandBot,66,20,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20310
311,RandBot beat CockyBot,RandBot,CockyBot,32,13,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20311
312,CockyBot beat RandBot,CockyBot,RandBot,66,54,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20312
313,RandBot beat CockyBot,RandBot,CockyBot,42,54,2,True,RandBot,14,0,0,False,N/A,N/A,N/A,20313
314,CockyBot beat RandBot,CockyBot,RandBot,66,0,3,False,None,N/A,0,1,False,N/A,N/A,N/A,20314
315,RandBot beat CockyBot,RandBot,CockyBot,43,52,2,True,RandBot,7,0,0,False,N/A,N/A,N/A,20315
316,CockyBot beat RandBot,CockyBot,RandBot,73,0,3,False,None,N/A,0,0,False,N/A,N/A,N/A,20316
317,CockyBot beat RandBot,CockyBot,RandBot,66,21,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20317
318,CockyBot beat RandBot,CockyBot,RandBot,78,42,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20318
319,CockyBot beat RandBot,CockyBot,RandBot,67,21,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20319
320,CockyBot beat RandBot,CockyBot,RandBot,66,0,3,False,None,N/A,1,0,False,N/A,N/A,N/A,20320
321,RandBot beat CockyBot,RandBot,CockyBot,58,21,2,True,RandBot,6,0,0,False,N/A,N/A,N/A,20321
322,CockyBot beat RandBot,CockyBot,RandBot,67,19,2,False,None,N/A,2,0,False,N/A,N/A,N/A,20322
323,CockyBot beat RandBot,CockyBot,RandBot,69,18,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20323
324,RandBot beat CockyBot,RandBot,CockyBot,80,27,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20324
325,CockyBot beat RandBot,CockyBot,RandBot,68,17,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20325
326,CockyBot beat RandBot,CockyBot,RandBot,67,26,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20326
327,CockyBot beat RandBot,CockyBot,RandBot,72,28,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20327
328,CockyBot beat RandBot,CockyBot,RandBot,72,48,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20328
329,CockyBot beat RandBot,CockyBot,RandBot,73,13,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20329
330,CockyBot beat RandBot,CockyBot,RandBot,67,10,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20330
331,RandBot beat CockyBot,RandBot,CockyBot,87,0,3,True,RandBot,41,0,0,False,N/A,N/A,N/A,20331
332,CockyBot beat RandBot,CockyBot,RandBot,66,33,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20332
333,CockyBot beat RandBot,CockyBot,RandBot,79,15,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20333
334,CockyBot beat RandBot,CockyBot,RandBot,72,14,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20334
335,CockyBot beat RandBot,CockyBot,RandBot,60,0,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20335
336,CockyBot beat RandBot,CockyBot,RandBot,67,53,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20336
337,CockyBot beat RandBot,CockyBot,RandBot,68,17,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20337
338,CockyBot beat RandBot,CockyBot,RandBot,67,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20338
339,CockyBot beat RandBot,CockyBot,RandBot,67,6,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20339
340,CockyBot beat RandBot,CockyBot,RandBot,82,27,2,False,None,N/A,2,0,False,N/A,N/A,N/A,20340
341,CockyBot beat RandBot,CockyBot,RandBot,70,0,3,False,None,N/A,0,1,False,N/A,N/A,N/A,20341
342,CockyBot beat RandBot,CockyBot,RandBot,71,21,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20342
343,CockyBot beat RandBot,CockyBot,RandBot,66,0,3,False,None,N/A,0,0,False,N/A,N/A,N/A,20343
344,RandBot beat CockyBot,RandBot,CockyBot,66,35,1,False,None,N/A,2,0,False,N/A,N/A,N/A,20344
345,CockyBot beat RandBot,CockyBot,RandBot,67,59,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20345
346,RandBot beat CockyBot,RandBot,CockyBot,68,52,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20346
347,CockyBot beat RandBot,CockyBot,RandBot,66,8,3,True,RandBot,0,1,0,False,N/A,N/A,N/A,20347
348,CockyBot beat RandBot,CockyBot,RandBot,79,0,3,False,None,N/A,2,0,False,N/A,N/A,N/A,20348
349,RandBot beat CockyBot,RandBot,CockyBot,79,52,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20349
350,CockyBot beat RandBot,CockyBot,RandBot,67,0,3,False,None,N/A,0,1,False,N/A,N/A,N/A,20350
351,CockyBot beat RandBot,CockyBot,RandBot,74,32,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20351
352,CockyBot beat RandBot,CockyBot,RandBot,75,52,2,True,RandBot,11,1,1,False,N/A,N/A,N/A,20352
353,CockyBot beat RandBot,CockyBot,RandBot,98,14,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20353
354,CockyBot beat RandBot,CockyBot,RandBot,82,34,1,False,None,N/A,1,1,False,N/A,N/A,N/A,20354
355,RandBot beat CockyBot,RandBot,CockyBot,67,53,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20355
356,RandBot beat CockyBot,RandBot,CockyBot,75,45,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20356
357,CockyBot beat RandBot,CockyBot,RandBot,69,38,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20357
358,CockyBot beat RandBot,CockyBot,RandBot,67,4,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20358
359,CockyBot beat RandBot,CockyBot,RandBot,66,27,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20359
360,CockyBot beat RandBot,CockyBot,RandBot,70,0,3,False,None,N/A,0,1,False,N/A,N/A,N/A,20360
361,CockyBot beat RandBot,CockyBot,RandBot,74,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20361
362,CockyBot beat RandBot,CockyBot,RandBot,77,21,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20362
363,CockyBot beat RandBot,CockyBot,RandBot,66,0,3,False,None,N/A,1,0,False,N/A,N/A,N/A,20363
364,CockyBot beat RandBot,CockyBot,RandBot,67,0,3,False,None,N/A,0,0,False,N/A,N/A,N/A,20364
365,RandBot beat CockyBot,RandBot,CockyBot,38,19,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20365
366,RandBot beat CockyBot,RandBot,CockyBot,74,32,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20366
367,CockyBot beat RandBot,CockyBot,RandBot,54,15,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20367
368,CockyBot beat RandBot,CockyBot,RandBot,81,13,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20368
369,CockyBot beat RandBot,CockyBot,RandBot,68,32,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20369
370,CockyBot beat RandBot,CockyBot,RandBot,78,14,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20370
371,CockyBot beat RandBot,CockyBot,RandBot,76,12,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20371
372,CockyBot beat RandBot,CockyBot,RandBot,92,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20372
373,RandBot beat CockyBot,RandBot,CockyBot,79,7,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20373
374,CockyBot beat RandBot,CockyBot,RandBot,71,27,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20374
375,CockyBot beat RandBot,CockyBot,RandBot,71,33,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20375
376,RandBot beat CockyBot,RandBot,CockyBot,60,60,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20376
377,RandBot beat CockyBot,RandBot,CockyBot,65,28,3,True,RandBot,0,0,0,False,N/A,N/A,N/A,20377
378,CockyBot beat RandBot,CockyBot,RandBot,71,28,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20378
379,CockyBot beat RandBot,CockyBot,RandBot,71,34,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20379
380,CockyBot beat RandBot,CockyBot,RandBot,77,28,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20380
381,CockyBot beat RandBot,CockyBot,RandBot,74,32,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20381
382,CockyBot beat RandBot,CockyBot,RandBot,66,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20382
383,CockyBot beat RandBot,CockyBot,RandBot,69,25,2,False,None,N/A,0,1,False,N/A,N/A,N/A,20383
384,CockyBot beat RandBot,CockyBot,RandBot,66,48,1,False,None,N/A,0,1,False,N/A,N/A,N/A,20384
385,CockyBot beat RandBot,CockyBot,RandBot,87,0,3,False,None,N/A,1,1,False,N/A,N/A,N/A,20385
386,CockyBot beat RandBot,CockyBot,RandBot,84,14,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20386
387,RandBot beat CockyBot,RandBot,CockyBot,74,59,1,False,None,N/A,2,0,False,N/A,N/A,N/A,20387
388,CockyBot beat RandBot,CockyBot,RandBot,72,18,2,False,None,N/A,1,1,False,N/A,N/A,N/A,20388
389,CockyBot beat RandBot,CockyBot,RandBot,71,14,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20389
390,RandBot beat CockyBot,RandBot,CockyBot,81,38,1,False,None,N/A,1,0,False,N/A,N/A,N/A,20390
391,RandBot beat CockyBot,RandBot,CockyBot,75,45,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20391
392,CockyBot beat RandBot,CockyBot,RandBot,68,32,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20392
393,RandBot beat CockyBot,RandBot,CockyBot,74,46,1,False,None,N/A,0,0,False,N/A,N/A,N/A,20393
394,RandBot beat CockyBot,RandBot,CockyBot,85,27,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20394
395,CockyBot beat RandBot,CockyBot,RandBot,73,14,2,False,None,N/A,0,0,False,N/A,N/A,N/A,20395
396,CockyBot beat RandBot,CockyBot,RandBot,78,0,3,False,None,N/A,0,1,False,N/A,N/A,N/A,20396
397,CockyBot beat RandBot,CockyBot,RandBot,80,27,2,False,None,N/A,1,0,False,N/A,N/A,N/A,20397
